gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
QTRT1,2680.5715650811344,0.03594424140555681,0.11464220129324776,0.3980679379652251,0.8464136117099047
RAB11A,8332.070284223135,0.046948094175574925,0.10824450992903147,0.3980870341072122,0.8464136117099047
RAI1-AS1,14.34040077280043,-0.01612541963441834,0.11623707630801834,0.39818741956655196,0.8464136117099047
VIM,800.9590692501828,0.028682446538235266,0.11568346288896485,0.39823379588411206,0.8464136117099047
DACH2,59.04121198597402,0.023955468816653395,0.11604837536565343,0.39824081152024726,0.8464136117099047
MB21D2,19.42774635997948,0.0150773071678895,0.11626722856127354,0.3982467159539789,0.8464136117099047
GIT2,1204.4653337676161,-0.04675700986511076,0.10647929556034598,0.39846898472576003,0.8467829580494857
ITGB1BP1,1629.3262935529694,0.0375781881047806,0.11386794803708465,0.39863335528160476,0.8470291904900774
MAP9,1189.0219632756716,-0.021246532723122713,0.11608174557812198,0.3986910388299683,0.8470486985555433
RPL23AP4,18.049930440304035,-0.02100341965647746,0.11612792586663216,0.39877096941339213,0.8471154616026615
LINC02560,46.085625719025956,0.026775268142740803,0.11581703728009884,0.3988960511661927,0.847278112085428
RNASEH2B,1523.214287828839,0.03869686647641485,0.11316569048141015,0.3989879400362781,0.8473702279938661
INO80D,1930.4208218262245,-0.03420727049981052,0.11377541703709058,0.3990391594678516,0.8473759582863036
TOMM20,24885.247438924984,0.0468363427266148,0.10690135746105434,0.3991370685986567,0.8474554851328839
FEZ1,44.486125878892345,0.028964375528580916,0.11559529872546406,0.3991848428789454,0.8474554851328839
LAS1L,2943.539798155088,0.03930875776882567,0.11320650288115995,0.3992292799231773,0.8474554851328839
GDF7,42.063689935773496,-0.02128201018187338,0.11610053977052223,0.39927071299091665,0.8474554851328839
GLIPR1,67.22942692979146,-0.02347744851389668,0.11600802779319673,0.3993877835162308,0.8475653646623229
KIF13A,761.6018712892757,-0.04483715829571702,0.10846405908380918,0.39941954599008916,0.8475653646623229
YTHDC2,2516.338900895147,-0.027552175819343078,0.11537410252183081,0.3996429055797419,0.8476900268570666
CYP2U1-AS1,58.69821139482397,-0.026055882324707076,0.1158241025922592,0.3996740090182005,0.8476900268570666
LINC01138,83.6988024682703,0.03148507659645782,0.11520089635596391,0.3996926563814395,0.8476900268570666
RPL36AP54,41.37157652069327,-0.02188376764492587,0.11607753604377304,0.39971555428119754,0.8476900268570666
MED31,546.0929777572,0.04298068065450759,0.11063563352524984,0.399787648432197,0.8476900268570666
MADD-AS1,28.40300447736009,-0.016734741104048184,0.11621685661098645,0.39980209028520997,0.8476900268570666
NOS1AP,156.47120411268466,-0.023807750741739325,0.11600488935525897,0.3998454917587881,0.8476900268570666
NRIP3,14.114398915077368,-0.017899020242784416,0.11619425649123896,0.39994306121334444,0.8476900268570666
TTC28,278.6839026106091,-0.034308104212152885,0.11447062105535061,0.40005035320189786,0.8476900268570666
FREM2,119.15963795973856,-0.021587044528506637,0.11608498523844758,0.400190022060907,0.8476900268570666
ZNF622,1470.4868890248592,0.03228217514365004,0.11503458000481041,0.4002419315485667,0.8476900268570666
CYP2R1,707.1979076954034,0.044921724210927355,0.1089543321872054,0.40037522036874024,0.8476900268570666
ARHGEF3,438.76619742357235,0.03381342212708934,0.11372866603303132,0.40040373791955847,0.8476900268570666
YEATS4,2038.8184038764346,0.04284495641649214,0.11078239893602083,0.40041864427410445,0.8476900268570666
FAM177A1,2032.6191821254815,0.044542898299416475,0.10968918661855674,0.4004877937452548,0.8476900268570666
MAMDC4,631.5993501635063,-0.02571981960673881,0.11579123732732005,0.4005141281071011,0.8476900268570666
SPRY1,494.5417966235384,-0.029300272075201157,0.11538119415563333,0.4005621120293802,0.8476900268570666
GRAMD1C,181.85889020952143,0.031277953863483296,0.11521674768028452,0.4006415410865079,0.8476900268570666
ZSCAN22,405.3265615561183,0.04415527174614528,0.10952568238688903,0.40071821968975946,0.8476900268570666
FRMD6,236.2220187157483,0.03621208977905717,0.11401052303326124,0.4007485563435185,0.8476900268570666
TLX1NB,21.49488666707784,-0.023176854609638826,0.1160075408244587,0.40074932392936713,0.8476900268570666
FBXL7,130.5248176300943,-0.03517636086099778,0.11417525829017777,0.40076294856967565,0.8476900268570666
COLQ,155.64163064369356,-0.03167891245667231,0.1150206805153983,0.40088595020065726,0.8476900268570666
NBPF15,2146.460998119253,-0.03498063241271526,0.11424261596585479,0.4009005799839936,0.8476900268570666
MARCHF1,543.0133745198731,-0.02143496890729977,0.11600436240846332,0.4009032288932217,0.8476900268570666
ITPR2,1500.6218168945952,-0.02830887821015315,0.11555577281621265,0.4009710454645495,0.8476900268570666
SUCO,2721.495885313564,-0.034263533477891336,0.11447192644215237,0.4010742119753785,0.8476900268570666
ZNF528-AS1,93.50983864748025,0.02827684843264927,0.11563965323430984,0.40111427595427596,0.8476900268570666
ZNF32-AS1,15.249545091997382,0.018729967047461212,0.11620650047153445,0.40113081223188735,0.8476900268570666
CHODL,90.96284130068646,-0.03406462767518537,0.1144849444604602,0.4011665766489078,0.8476900268570666
KLB,276.1178767335988,0.03283557764852142,0.11490547938378194,0.4012171187237309,0.8476900268570666
UFL1,1408.8556241450906,-0.020880166229014504,0.11611312201222097,0.40124713567508247,0.8476900268570666
TRIM13,1206.0362400619767,-0.042484714275288986,0.11040066317864801,0.4012909782191912,0.8476900268570666
SLX9,481.9625694384277,0.0278215215651447,0.1156790440542423,0.40131223284059986,0.8476900268570666
APOD,100.13741771455373,0.02803839923601344,0.11540439517331043,0.4014139443900747,0.8476900268570666
KCTD12,280.32260098745445,-0.02794769945143798,0.11556623829404043,0.401416030017488,0.8476900268570666
DPY19L2P4,80.87063765649854,0.0195903943575044,0.11619057419961623,0.4014346993667786,0.8476900268570666
MFAP1,1791.5275786207692,-0.03596799560974957,0.11248153391149884,0.4014572172600132,0.8476900268570666
ALX4,50.00168943068007,-0.02448058514216489,0.11591059657551402,0.40146325990233617,0.8476900268570666
P2RX4,1413.1903919831695,0.03641017952143344,0.11390594645652025,0.40148566797218466,0.8476900268570666
THSD4,418.6947543630967,-0.03414275837826622,0.11446722366681769,0.40149239323292196,0.8476900268570666
ARK2C,37.10479490906168,-0.02373667749107395,0.11596846428173183,0.4015509434119673,0.8476900268570666
NPIPA7,20.27615251133891,-0.019485467073342703,0.11614092954027526,0.40160787327121644,0.8476900268570666
FBXO38,1237.2657630736712,-0.03803380440201545,0.11236257132944708,0.4016523969929658,0.8476900268570666
POLR2M,1158.4373059440961,0.04283678859124304,0.11090058747493048,0.40166256139728734,0.8476900268570666
PCDHB4,58.3232100256233,0.02304373751374879,0.11604556064588348,0.40175193114115004,0.8476916889962753
RBM22,2328.625524480655,0.042900750165386005,0.11055447238378101,0.40181829155067006,0.8476916889962753
UBL4A,2453.2599309782117,0.02916262125398969,0.11550130926596947,0.4018395322553611,0.8476916889962753
TCTA,3089.8748801749393,0.03026951092918531,0.11533215947111304,0.40189679295147746,0.8476916889962753
LOC285638,50.79095555169687,-0.026783912618486623,0.11570299979790882,0.40191596888987613,0.8476916889962753
EEF2,120546.86012183975,0.032706041742240136,0.11496396252936464,0.40202686211280597,0.8476916889962753
CAB39L,454.1527224842337,0.036496691899877906,0.1138112727431913,0.40203029627381165,0.8476916889962753
ARHGDIA,6789.2855810699375,0.03074439534707033,0.11611390535866549,0.40205166399199205,0.8476916889962753
CCDC97,1301.494975069951,0.03223081341701667,0.11490604649267303,0.40219241332882505,0.847821791177121
ZNF436,528.9038704721426,-0.03966069352516969,0.11219744979051653,0.4022104638056829,0.847821791177121
RPL28P2,38.157209872211574,-0.02170216364551155,0.11604815900149772,0.40232646185944954,0.8479639548531772
DNAAF10,386.3170414686029,0.03815858657288929,0.11317849836982057,0.4024608708316113,0.848144883335738
VSIG10,3690.487072214885,0.043461118994318884,0.10396823412802868,0.40256224137577246,0.8482527657536383
RALGPS1,622.1038741334226,-0.03878544742662582,0.11269251757233217,0.40264742019729727,0.8482527657536383
HDHD5,3848.7173467882817,0.04278601247968639,0.1114246182275597,0.4026577776052257,0.8482527657536383
MIR3648-1,21.6698369427497,-0.01673031413633792,0.11619607028515103,0.4027352203698878,0.8483135796091811
CRYL1,1450.5850428339097,0.03125164734830763,0.11517743593084478,0.40299950202016294,0.8483430187170597
EXOG,736.618234122085,-0.0366873616902234,0.11346548079805101,0.4030475819648012,0.8483430187170597
HDAC5,2407.209865708884,0.036790009339284294,0.11379886004456691,0.4030493227356134,0.8483430187170597
NPEPL1,305.7192384695931,0.044464221946433916,0.10892408109718031,0.4030643286335947,0.8483430187170597
TP53,1175.8765939395405,0.042312215618650534,0.11071396830639477,0.4030784231501793,0.8483430187170597
KIF20B,246.65797979522287,-0.021170681222006382,0.1160705490930181,0.4031016651559781,0.8483430187170597
CYP4F22,20.43197753728195,0.020018502208418016,0.11614039805968439,0.4031122171850041,0.8483430187170597
ZDHHC7,1633.3497750819106,0.044169195289594704,0.10967314010635694,0.4032010168265375,0.8483430187170597
INE1,155.06264067904172,-0.03059447492808709,0.11515471126470735,0.4032230206151125,0.8483430187170597
PEDS1,907.489021678466,0.03631503696187862,0.11386291599750291,0.403242819368138,0.8483430187170597
ZNF534,23.548904277200204,-0.023664330339717727,0.11592408838573041,0.4032835399329495,0.8483430187170597
NUP50-DT,495.1989320293488,0.03573333395145424,0.11402258252417138,0.4033396512403496,0.848358866585748
TMEM191A,24.66286612224755,0.01875134108718639,0.11617520441906748,0.4034414576046186,0.8484708111280177
TMEM30B,1425.5431393595818,0.04606164007870052,0.10719456234343834,0.4035483137823644,0.8484912333997399
PCDHGA6,157.02749512162688,0.024400983706815153,0.11593946540347419,0.40366754939640515,0.8484912333997399
PCOLCE2,308.6633500792466,0.03924775892179174,0.11311375470103693,0.40370154279144516,0.8484912333997399
MYCL,87.33112324973558,0.028986623386758788,0.11545728864485258,0.40374173739891317,0.8484912333997399
PKN1,6492.275171512428,0.02787816605911899,0.11510552862202059,0.40379861994120597,0.8484912333997399
NPIPB3,350.11277241988836,-0.02518426280068474,0.11579482278022017,0.4038668776112329,0.8484912333997399
NANOS3,54.75856855677379,0.029902963354226594,0.1153122998333245,0.4038786880498864,0.8484912333997399
ZNF415,25.535420384286727,0.01964883045697286,0.11615232388022495,0.4038966627943579,0.8484912333997399
NADSYN1,2780.813522388847,-0.041056383139376616,0.1112478932885924,0.40405521260366556,0.8484912333997399
RAB30-DT,1053.1453732996306,-0.041124392765653266,0.11117605328495435,0.404088395852435,0.8484912333997399
ZNF286B,65.05471535185136,0.028609777403083278,0.11547766579446937,0.40411279061414773,0.8484912333997399
STARD7,8040.0474114415365,0.039028458442706276,0.11251751506658557,0.40415447660818643,0.8484912333997399
IL11,24.476650152414535,0.020417419249050085,0.11611537925619494,0.40415693866535574,0.8484912333997399
DDX23,5781.369688754461,0.04392521199074124,0.10932465494262807,0.40428240023001416,0.8484912333997399
KLRG1,13.736931301543082,0.016113105174097055,0.11622388137879705,0.40428840816222716,0.8484912333997399
VCPIP1,996.4493780916418,-0.028778190351819995,0.11548395089448703,0.4042971450162236,0.8484912333997399
CCDC122,168.7167804507275,-0.0245182414341901,0.11584364422432107,0.4043148318757333,0.8484912333997399
MRPL20-AS1,859.1849386666099,0.03508233072793406,0.11420841477979664,0.4043331666085035,0.8484912333997399
EHHADH,103.08069356025781,0.032105333622309086,0.11489104580675173,0.40439345244102703,0.8484912333997399
HK2,9986.463258472953,-0.03992678467282533,0.1120572734834748,0.40442287143950034,0.8484912333997399
LRRN1,60.30753866204978,-0.02433141710561284,0.11586583533868385,0.40449075723169686,0.8485160772736507
ZNF140,375.02473348252903,-0.044313565486070274,0.10851211348039401,0.40453188613034907,0.8485160772736507
ARGLU1-DT,9.555350420713824,-0.011173693692373149,0.11623454265731734,0.40476982987417914,0.8489132111111642
NBPF3,611.7068469926724,-0.03734969529886493,0.11315983455740952,0.40485268460825813,0.8489850244955115
HSPD1P7,9.85041491019477,-0.010301647583642052,0.11623378827424412,0.40495489205178326,0.8490551644374466
PCDHA10,649.641753460975,-0.027878494909438948,0.11550998787340466,0.40502849746241026,0.8490551644374466
EPS15,3032.958249307368,-0.032156280162464086,0.1147189177257394,0.40507549673750665,0.8490551644374466
H4C12,11.440181034786661,0.0153291866854381,0.11621558462375876,0.4050866184399759,0.8490551644374466
SERPINF2,8.966485787250027,-0.012784018159770474,0.1162156990457145,0.4051947881841457,0.8490551644374466
TSPAN31,1176.8231185332354,0.039097677537373865,0.11254289317427438,0.40521191316895716,0.8490551644374466
MTPAP,1505.8268648670226,-0.04227154369859707,0.1102358548928301,0.4052264541677804,0.8490551644374466
ZNF280A,32.330917165344125,0.023359733837189974,0.11595996131195135,0.4052951385613059,0.8490820908893094
OGFR,1779.4368425764849,0.03837743843268869,0.1129015756685647,0.4053635709643309,0.8490820908893094
SLC26A6,2192.455565745838,0.04278451771801528,0.10957197855713693,0.405385162267239,0.8490820908893094
SMPD3,655.3225875997686,-0.0376258070133505,0.11300585278856896,0.4054621962187477,0.8491415990843278
LRP8,1111.876363646969,-0.03203749760665043,0.11456569394296774,0.40554959473417385,0.8491591189780879
TAOK2,4782.425131466575,-0.045899662319178566,0.10891531515542258,0.40560521929407695,0.8491591189780879
PAWRP2,17.688917080204188,-0.019261198305689183,0.11610419501274391,0.4056164321183698,0.8491591189780879
VCX2,14.227966931646606,0.016017782035085824,0.11620623193891606,0.4057971976214176,0.8493683105522586
TBC1D32,468.5907815534102,-0.025028504488995792,0.11576154476831707,0.4058553415497718,0.8493683105522586
TRAF2,1079.7629625862644,0.03879748517045147,0.11262001961286142,0.4058622624575468,0.8493683105522586
SDHC,5514.5005055470865,0.03145458595854311,0.11605284165724793,0.4060258527039863,0.8493803628770922
AP5S1,577.0639783576814,0.03479981223449384,0.11414294204678177,0.4061142504811476,0.8493803628770922
TAC3,13.517055839561992,-0.010776130450188113,0.11622860608267946,0.4061309446272135,0.8493803628770922
EML3,1182.3378321100247,0.04171503988139691,0.11222550760809173,0.40615963241294134,0.8493803628770922
PKD1L1,13.47402547589737,-0.01575287799431355,0.11618715926950009,0.40617200432323297,0.8493803628770922
SHOX2,240.66370394513305,0.03841825510575138,0.11296761046396474,0.4062337848033653,0.8493803628770922
ELP2,4636.681877215754,-0.04741381908376468,0.10190275715930729,0.40632209134901953,0.8493803628770922
CENPT,1804.713016315707,0.043832411872225745,0.10886326234790861,0.40632713785127517,0.8493803628770922
DCTN4,3538.5152994059135,0.04341664017998231,0.10079563010455057,0.4064120867470791,0.8493803628770922
LINC03143,129.44383884832638,-0.020896991161339147,0.11598797575589147,0.40644059130841004,0.8493803628770922
PCDH12,78.3493708169825,-0.029130711089911047,0.11526980234529574,0.4064478106100619,0.8493803628770922
RNF40,3969.1416120846334,0.03394722860483454,0.11440549621452854,0.40645165440700065,0.8493803628770922
TMEM69,1438.063451648383,0.04081218375740901,0.11179957307020588,0.4065229116747693,0.849427629754507
GINS1,3449.8040787509867,0.03384985978336417,0.11449710436217218,0.4065846289206917,0.8494549538785692
DNA2,1469.0542972218784,-0.03745303932962516,0.11295284063932305,0.40665452458946744,0.8494993561519688
SYTL2,1948.2709971259012,-0.02455955697796723,0.11574461335141267,0.40680372944869975,0.8496355822334033
GRID2IP,48.935713387690136,-0.028840888715987938,0.11529838362471771,0.4068170372558244,0.8496355822334033
DNAH10OS,91.36719843026975,0.03331615433557914,0.11449728660614998,0.40699999048718766,0.8496586823983667
DERL2,2279.3695770560594,0.03730957101695088,0.11330887363725059,0.407019399771798,0.8496586823983667
PXN,1340.2223881213242,-0.04276985631697432,0.10779489256053951,0.40702532815806436,0.8496586823983667
ZNF512,1224.3814626782603,0.043462877680853294,0.10937091026058511,0.40702961736101234,0.8496586823983667
RFX3,1063.8948916496095,-0.026680178205413293,0.11545290035409857,0.40707135797223626,0.8496586823983667
NOD1,76.33856195876697,-0.03364665405251827,0.11429407941130512,0.4071785086468598,0.849678460170709
